Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	Further_Details	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Chr	Pos	Gene	Type	Beta	SE	P	Details
Wahl S	-	28002404	2017-01-05	Body mass index	EFO_0004340	European ancestry discovery	Table S3	Body mass index	DNA methylation	Age, sex, smoking, physical activity index, alcohol consumption, cell counts and technical covariates	kg/m2	Beta values	Illumina HumanMethylation450	Whole blood	-	2707	3	-	57.9	1426	1281	2707	-	-	-	-	-	cg24776142	chr6:16513829	6	16513829	ATXN1	Open sea	12.07	2.66	5.5e-06	-
Wahl S	-	28002404	2017-01-05	Body mass index	EFO_0004340	South Asian ancestry discovery	Table S3	Body mass index	DNA methylation	Age, sex, smoking, physical activity index, alcohol consumption, cell counts and technical covariates	kg/m2	Beta values	Illumina HumanMethylation450	Whole blood	-	2680	1	-	51.0	1814	866	-	-	2680	-	-	-	cg24776142	chr6:16513829	6	16513829	ATXN1	Open sea	24.19	4.78	8.4e-06	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg22274117	chr6:16713613	6	16713613	ATXN1	Open sea	-	-	4.98e-95	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg01343313	chr6:15736169	6	15736169	-	Open sea	-	-	8.53e-69	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	ch.6.609614F	chr6:24693000	6	24693000	ACOT13	Open sea	-	-	2.05e-68	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg07904452	chr6:22892738	6	22892738	-	Open sea	-	-	9.88e-64	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	ch.6.499655F	chr6:19860052	6	19860052	-	Open sea	-	-	5.05e-61	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	ch.6.573831F	chr6:22835108	6	22835108	-	Open sea	-	-	4.44e-58	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg05999692	chr6:23414372	6	23414372	-	Open sea	-	-	4.29e-57	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg12213680	chr6:24877462	6	24877462	FAM65B	Open sea	-	-	1.29e-55	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg12662084	chr6:17809126	6	17809126	KIF13A	Open sea	-	-	3.45e-54	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg13329912	chr6:16215786	6	16215786	-	Open sea	-	-	5.22e-53	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg07355507	chr6:16804166	6	16804166	-	Open sea	-	-	2.37e-51	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg10699171	chr6:24936965	6	24936965	-	Open sea	-	-	6.55e-51	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg08757222	chr6:21824803	6	21824803	FLJ22536	Open sea	-	-	1.72e-49	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg18081338	chr6:17212963	6	17212963	-	Open sea	-	-	7.57e-49	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg09012091	chr6:24431322	6	24431322	GPLD1	Open sea	-	-	5.99e-48	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg20892245	chr6:15244618	6	15244618	-	North shore	-	-	3.5e-46	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg23906876	chr6:24324774	6	24324774	DCDC2	Open sea	-	-	2.36e-45	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg24067911	chr6:16729610	6	16729610	ATXN1	Open sea	-	-	5.24e-45	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg21584862	chr6:15133183	6	15133183	-	Open sea	-	-	5.4e-45	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg10826043	chr6:17100121	6	17100121	-	North shelf	-	-	1.23e-44	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg02832512	chr6:22113516	6	22113516	FLJ22536	Open sea	-	-	1.34e-43	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg11228682	chr6:16320530	6	16320530	ATXN1	Open sea	-	-	1.27e-42	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg02642117	chr6:21033836	6	21033836	CDKAL1	Open sea	-	-	1.32e-42	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg03477240	chr6:20583779	6	20583779	CDKAL1	Open sea	-	-	3.1e-42	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg07532782	chr6:15281223	6	15281223	JARID2	Open sea	-	-	5.74e-42	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg07198887	chr6:16217234	6	16217234	-	Open sea	-	-	1.08e-41	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg09723635	chr6:17866039	6	17866039	KIF13A	Open sea	-	-	8.16e-41	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg21196930	chr6:23214308	6	23214308	-	Open sea	-	-	8.36e-41	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg25326509	chr6:20024447	6	20024447	-	Open sea	-	-	1.87e-40	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg11291305	chr6:16413624	6	16413624	ATXN1	Open sea	-	-	3.74e-40	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg12818699	chr6:24877582	6	24877582	FAM65B	Open sea	-	-	7.03e-40	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg03839782	chr6:24903167	6	24903167	FAM65B	Open sea	-	-	3.32e-39	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg17770034	chr6:22249139	6	22249139	-	Open sea	-	-	7.44e-39	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg18061140	chr6:15691258	6	15691258	-	Open sea	-	-	8.43e-39	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg27395391	chr6:16375082	6	16375082	ATXN1	Open sea	-	-	1.7e-38	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg04541146	chr6:15906515	6	15906515	-	Open sea	-	-	1.98e-38	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg20488123	chr6:20689061	6	20689061	CDKAL1	Open sea	-	-	3.33e-38	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg14757107	chr6:16277615	6	16277615	GMPR	Open sea	-	-	1.56e-37	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg22146612	chr6:17715219	6	17715219	-	Open sea	-	-	2.09e-37	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg14236955	chr6:19695425	6	19695425	-	South shelf	-	-	6.44e-37	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg21255880	chr6:17033543	6	17033543	-	Open sea	-	-	1.81e-36	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg06512263	chr6:20709867	6	20709867	CDKAL1	Open sea	-	-	3.3e-36	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg24409962	chr6:15366581	6	15366581	JARID2	Open sea	-	-	4.47e-36	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg20365336	chr6:16986186	6	16986186	-	Open sea	-	-	1.65e-35	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg25419523	chr6:24877624	6	24877624	FAM65B	Open sea	-	-	2.49e-34	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg27352373	chr6:15523043	6	15523043	DTNBP1	Open sea	-	-	2.77e-34	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg18213495	chr6:17985408	6	17985408	KIF13A	North shelf	-	-	3e-34	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg02362508	chr6:24128885	6	24128885	NRSN1	South shelf	-	-	8.56e-33	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg01867320	chr6:20024319	6	20024319	-	Open sea	-	-	1.96e-32	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg12694224	chr6:15244693	6	15244693	-	North shore	-	-	3.66e-32	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg04947136	chr6:20032627	6	20032627	-	Open sea	-	-	5.72e-32	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg05376119	chr6:18314298	6	18314298	-	Open sea	-	-	1.5e-31	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg20236089	chr6:15629162	6	15629162	DTNBP1	Open sea	-	-	2.12e-31	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg22570970	chr6:15401067	6	15401067	JARID2	Open sea	-	-	2.64e-31	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg12011343	chr6:20320423	6	20320423	-	Open sea	-	-	5.95e-31	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg18832247	chr6:15300007	6	15300007	JARID2	Open sea	-	-	1.55e-30	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg10459018	chr6:22574143	6	22574143	-	South shelf	-	-	2.48e-30	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg03282295	chr6:17418420	6	17418420	CAP2	Open sea	-	-	6.15e-30	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg00731304	chr6:18458468	6	18458468	RNF144B	Open sea	-	-	4.63e-29	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg20293650	chr6:16180549	6	16180549	-	Open sea	-	-	5.17e-29	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg00278392	chr6:16802505	6	16802505	-	Open sea	-	-	6.36e-29	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg13077031	chr6:15266782	6	15266782	JARID2	Open sea	-	-	8.05e-29	-
Wozniak MB	-	23526956	2013-03-05	Clear cell renal carcinoma	EFO_0000349, EFO_0000681	-	Table S6	DNA methylation	Clear cell renal carcinoma	-	M values	-	Illumina HumanMethylation450	Clear cell renal carcinoma tumour cells and adjacent healthy cells	-	129	1	129 tumour samples, 129 non-tumour samples	63	84	45	129	-	-	-	-	-	cg04664309	chr6:16168458	6	16168458	-	Open sea	-	-	1.19e-28	-
